-655.129570,-118.772449
-663.409659,-136.911859
-646.376623,-113.846653
-654.436928,-189.858551
-644.469516,-122.436308
-639.819266,-128.386001
-625.533654,-94.566632
-644.207294,-207.445580
-625.045633,-162.244645
-614.373095,-103.004786
-617.777738,-155.199839
-649.247079,-401.060794
-598.575313,-167.525586
-640.295947,-379.728214
-561.844857,-78.666925
-569.213748,-131.997261
-565.519161,-135.329314
-573.763211,-179.883075
-545.127155,-111.028127
-547.086456,-114.441773
-530.709132,-125.019668
-519.414273,-116.715506
-508.307019,-130.727831
-492.766198,-115.342312
-501.767262,-133.875496
-474.442639,-84.194711
-489.994111,-129.474535
-482.611164,-125.932576
-452.025154,-111.221994
-477.693960,-163.321266
-430.797589,-121.423849
-439.632163,-128.298000
-433.608170,-138.226383
-419.670908,-130.467265
-364.139943,-81.632141
-412.601219,-171.640355
-560.323138,-454.030241
-361.886399,-116.397589
-372.795800,-164.008090
-294.397806,-154.431821
-308.539492,-164.483619
-242.985031,-96.273607
-522.310393,-482.446423
-410.180799,-373.768722
-398.251517,-430.809717
-287.532565,-519.063314
-203.763397,-624.039227
-185.074100,-667.539070
-195.907864,-693.476647
