-381.112629,-640.879776
-398.251517,-430.809717
-398.758093,-783.268423
-438.844079,-813.283108
-400.189363,-641.885022
-572.834690,-206.151749
-599.404032,-182.565425
-625.045633,-162.244645
-650.078026,-165.798431
-642.527052,-156.482845
-632.763084,-149.811903
-641.328363,-153.742623
-640.784670,-146.308280
-645.306152,-146.587571
-659.988068,-139.737504
-659.568859,-144.620403
-646.956945,-146.861175
-617.777738,-155.199839
-631.453191,-155.318120
-655.129570,-118.772449
-646.705359,-182.410351
-644.207294,-207.445580
-643.127925,-161.099235
-643.862028,-137.864863
-656.209738,-127.456506
-663.409659,-136.911859
-629.477747,-119.582736
-639.819266,-128.386001
-634.409047,-112.505642
-614.373095,-103.004786
-575.343759,-107.873626
-561.844857,-78.666925
-301.561963,-497.457996
-526.584587,-1025.151363
-347.289304,-913.120353
-325.416494,-802.505519
-367.956219,-362.564316
-364.139943,-81.632141
-386.152914,-67.796935
-433.608170,-138.226383
-493.840043,-144.959877
-489.994111,-129.474535
-478.790050,-142.720267
-482.611164,-125.932576
-478.830401,-144.062535
-491.158939,-139.747665
-522.477357,-130.508117
-530.709132,-125.019668
-578.798692,-156.729304
-649.247079,-401.060794
-649.051528,-224.191140
-646.376623,-113.846653
-610.719324,-145.101499
-598.575313,-167.525586
-581.295166,-136.211374
-568.186752,-142.296715
-564.129202,-129.622578
-545.127155,-111.028127
-530.749928,-123.143551
-508.307019,-130.727831
-474.421781,-128.632217
-452.025154,-111.221994
-472.700854,-120.251060
-430.797589,-121.423849
-657.151950,-187.711304
-664.220519,-253.203680
-696.768998,-334.961000
-778.383999,-528.507402
-806.670819,-505.034107
-825.767015,-595.898868
-768.763325,-545.241131
-701.339996,-685.744065
-686.473813,-604.444465
-640.295947,-379.728214
-638.202478,-318.926015
-573.763211,-179.883075
-445.142315,-236.345335
-423.567292,-190.110465
-463.322184,-150.908942
-477.693960,-163.321266
-821.120347,-399.275816
-654.436928,-189.858551
-566.609349,-294.390305
-560.323138,-454.030241
-578.175783,-279.208783
-522.310393,-482.446423
-452.850426,-521.763507
-429.748424,-204.439230
-402.342239,-250.531066
-410.180799,-373.768722
-369.315188,-386.158334
-287.532565,-519.063314
-247.977187,-642.923611
-203.763397,-624.039227
-196.939406,-817.625464
-195.907864,-693.476647
