-427.052485,-417.944024
-588.802432,-369.014995
-577.057325,-305.307863
-553.325928,-60.273059
-572.035973,-92.783346
-552.855223,-98.650359
-567.648356,-98.262068
-576.782903,-67.241029
-559.450017,-67.824251
-565.120635,-108.931647
-566.697640,-65.062430
-575.128240,-118.760316
-546.768895,-101.711562
-578.627918,-100.157581
-586.212398,-120.748697
-587.890986,-100.184855
-578.314361,-113.149440
-563.368976,-91.613326
-579.010414,-100.485693
-565.062554,-97.701176
-661.776243,-122.504422
-620.606817,-116.919326
-559.918357,-87.995844
-608.199023,-32.064833
-581.580715,-26.496788
-599.442140,-62.016042
-586.177430,-71.422610
-595.339785,-70.511902
-584.807922,-63.471793
-580.384333,-91.538159
-586.671841,-43.302035
-591.141899,-96.437402
-585.025417,-82.595125
-556.076621,-105.490565
-568.001956,-116.039850
-560.854828,-104.498679
-510.037337,-105.618829
-508.687238,-96.211571
-513.494038,-97.059261
-517.431678,-122.995583
-477.337612,-1699.961946
-419.292336,-1832.496888
-437.616014,-1837.871334
-483.591286,-877.119350
-568.752410,-297.452792
-603.591003,-121.898939
-560.762962,-119.335684
-586.428776,-114.298464
-534.561383,-130.256922
-524.337256,-92.048106
-526.356872,-143.641622
-519.849753,-105.320711
-514.020232,-110.322163
-554.081607,-125.786394
-525.593993,-141.383951
-519.645598,-110.130218
-519.313176,-116.950228
-466.831779,-84.724519
-474.461474,-91.757008
-460.199866,-84.136805
-355.430531,-47.103055
-321.338312,-40.340270
-402.296507,-38.115110
-402.685087,-57.514801
-443.868319,-76.838506
-458.767365,-75.439556
-455.506790,-120.047010
-437.690380,-129.289963
-430.592670,-103.397477
-431.782944,-121.397793
-424.295396,-118.355217
-413.291048,-106.430413
-418.383305,-124.023432
-395.320293,-123.269000
-420.040382,-136.720744
-420.111443,-96.190677
-406.715098,-108.717375
-383.050052,-106.968810
-383.307944,-86.504014
-364.479257,-95.969666
-627.264508,-140.500457
-616.622567,-138.204134
-542.967270,-509.376331
-522.835797,-93.254529
-534.878936,-195.482648
-535.981761,-195.343424
-533.241406,-191.662113
-528.634038,-201.624559
-529.990159,-153.023759
-521.690467,-85.449454
-503.713155,-90.081489
-501.627178,-95.012420
-500.586704,-100.595926
-466.938802,-102.872643
-442.876613,-77.060274
-430.605299,-101.110663
-426.065757,-108.218587
-407.112063,-99.230821
-392.418785,-88.321041
-383.911024,-91.742245
-616.154041,-128.358243
-525.360417,-188.113696
-463.506810,-191.911357
-456.432023,-137.035463
-410.915419,-176.412693
-368.643954,-173.723955
-317.173724,-153.973554
-280.799388,-105.953890
-263.763427,-74.989353
-255.663417,-105.217853
-251.522445,-109.179098
-251.978750,-68.063954
-244.626854,-79.540186
-248.749422,-103.308058
-252.433871,-132.381153
-258.716555,-170.500105
-278.511794,-196.899839
-240.181554,-120.666606
-240.269371,-117.337379
-236.993054,-97.734329
